query_id,target_id,pair_cosine_similarity,judge_helpfulness_score,query_class,query_team,target_class,target_team,global_target_lift_laplace,global_target_lift_accum,class_target_lift_laplace,class_target_lift_accum,source_file
R-69,R-88,0.395521,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_131005.json
R-79,R-170,0.213713,1.0,other,(GI-IaaS) Development Platform,other,(GI-IaaS) Admin - License & Asset Management,0.120138,0.149963,0.116939,0.148892,test_results_api_20251214_131005.json
R-3,R-132,0.058647,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_145923.json
R-6,R-147,0.145671,1.0,other,(GI-UX) Network Access,other,(LF) Facilities Iberia,0.138609,0.149084,0.138444,0.145896,test_results_api_20251214_145923.json
R-10,R-88,0.260874,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_145923.json
R-12,R-175,0.897927,0.286857,other,(GI-UX) Network Access,other,(GI-IaaS) Admin - License & Asset Management,-0.076855,-0.139755,-0.078414,-0.125676,test_results_api_20251214_145923.json
R-13,R-156,0.8845,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251214_145923.json
R-13,R-190,0.258085,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251214_145923.json
R-14,R-126,0.429888,1.0,other,(GI-SaaS) Salesforce,admin_rights,(GI-UX) Group,0.13176,0.15,0.132462,0.149992,test_results_api_20251214_145923.json
R-15,R-250,0.099176,1.0,vpn_request,(GI-UX) Group,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251214_145923.json
R-15,R-178,0.341896,1.0,vpn_request,(GI-UX) Group,admin_rights,(LF) IT Office Access Italy,0.127868,0.149966,0.134109,0.148965,test_results_api_20251214_145923.json
R-15,R-205,0.065718,1.0,vpn_request,(GI-UX) Group,admin_rights,(GI-UX) Group,0.136459,0.149695,0.138058,0.132843,test_results_api_20251214_145923.json
R-17,R-250,0.196973,1.0,other,(GI-UX) Group,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251214_145923.json
R-17,R-30,-0.025552,1.0,other,(GI-UX) Group,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251214_145923.json
R-19,R-226,0.158901,1.0,other,(GI-IaaS) Backend Application Srv. & Project Support,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251214_145923.json
R-21,R-220,0.079126,0.348535,other,(GI-IaaS) Development Platform,admin_rights,(GI-IaaS) Admin - License & Asset Management,-0.073139,-0.08095,-0.065691,-0.044299,test_results_api_20251214_145923.json
R-25,R-126,0.445352,1.0,other,(GI-IaaS) Development Platform,admin_rights,(GI-UX) Group,0.13176,0.15,0.132462,0.149992,test_results_api_20251214_145923.json
R-26,R-226,0.195955,1.0,other,(GI-IaaS) Backend Application Srv. & Project Support,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251214_145923.json
R-27,R-206,0.122836,1.0,other,(BF) Information Security Office,other,(BF) Purchasing Italy,0.1341,0.149982,0.132269,0.149815,test_results_api_20251214_145923.json
R-28,R-156,0.386241,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251214_145923.json
R-28,R-190,0.118724,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251214_145923.json
R-29,R-250,0.612045,1.0,other,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251214_145923.json
R-30,R-250,0.015067,1.0,vpn_request,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251214_145923.json
R-31,R-244,0.520433,1.0,other,(GI-IaaS) Development Platform,admin_rights,(BF) Information Security Office,0.130477,0.15,0.131764,0.149992,test_results_api_20251214_145923.json
R-34,R-132,0.478123,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_145923.json
R-35,R-250,0.136501,1.0,other,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251214_145923.json
R-35,R-30,0.089459,1.0,other,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251214_145923.json
R-42,R-34,0.305607,1.0,other,(GI-UX) Application,other,(GI-SaaS) Salesforce,0.12955,0.149868,0.133995,0.149512,test_results_api_20251214_145923.json
R-44,R-149,0.118203,1.0,vpn_request,(GI-UX) Network Access,admin_rights,(BF) Information Security Office,0.135917,0.149981,0.131634,0.139303,test_results_api_20251214_145923.json
R-45,R-226,0.273442,1.0,other,(GI-UX) Group,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251214_145923.json
R-46,R-238,0.127105,0.356386,other,(GI-UX) Group,admin_rights,(GI-IaaS) Backend System Management (2nd level),-0.079898,-0.106792,-0.084238,-0.082957,test_results_api_20251214_145923.json
R-50,R-250,0.330155,1.0,vpn_request,(GI-UX) Network Access,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251214_145923.json
R-50,R-205,0.095055,1.0,vpn_request,(GI-UX) Network Access,admin_rights,(GI-UX) Group,0.136459,0.149695,0.138058,0.132843,test_results_api_20251214_145923.json
R-50,R-178,0.382918,1.0,vpn_request,(GI-UX) Network Access,admin_rights,(LF) IT Office Access Italy,0.127868,0.149966,0.134109,0.148965,test_results_api_20251214_145923.json
R-52,R-30,0.452434,1.0,other,(GI-UX) Group,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251214_145923.json
R-52,R-92,0.149047,0.511711,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,-0.023419,-0.01207,-0.00906,-0.003542,test_results_api_20251214_145923.json
R-53,R-132,0.294864,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_145923.json
R-55,R-88,0.164953,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_145923.json
R-56,R-29,0.340252,1.0,other,(GI-IaaS) Admin - License & Asset Management,other,(GI-IaaS) Admin - License & Asset Management,0.133892,0.149964,0.137334,0.149697,test_results_api_20251214_145923.json
R-57,R-34,0.176649,1.0,other,(GI-SaaS) Salesforce,other,(GI-SaaS) Salesforce,0.12955,0.149868,0.133995,0.149512,test_results_api_20251214_145923.json
R-59,R-206,0.356489,1.0,other,(GI-IaaS) Admin - License & Asset Management,other,(BF) Purchasing Italy,0.1341,0.149982,0.132269,0.149815,test_results_api_20251214_145923.json
R-63,R-190,0.268249,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251214_145923.json
R-63,R-156,0.920798,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251214_145923.json
R-64,R-132,0.546373,1.0,other,(GI-UX) Application,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_145923.json
R-67,R-244,0.280485,1.0,other,(GI-IaaS) Development Platform,admin_rights,(BF) Information Security Office,0.130477,0.15,0.131764,0.149992,test_results_api_20251214_145923.json
R-68,R-40,-0.025332,1.0,admin_rights,(BF) Information Security Office,vpn_request,(GI-UX) Account Management,0.13503,0.149055,0.133047,0.037161,test_results_api_20251214_145923.json
R-68,R-189,0.048409,1.0,admin_rights,(BF) Information Security Office,vpn_request,(GI-IaaS) Backend Application Srv. & Project Support,0.130754,0.149998,0.126262,0.108875,test_results_api_20251214_145923.json
R-69,R-88,0.395521,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_145923.json
R-79,R-170,0.213713,1.0,other,(GI-IaaS) Development Platform,other,(GI-IaaS) Admin - License & Asset Management,0.120138,0.149963,0.116939,0.148892,test_results_api_20251214_145923.json
R-3,R-132,0.058647,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_165617.json
R-6,R-147,0.145671,1.0,other,(GI-UX) Network Access,other,(LF) Facilities Iberia,0.138609,0.149084,0.138444,0.145896,test_results_api_20251214_165617.json
R-10,R-88,0.260874,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_165617.json
R-12,R-175,0.897927,0.286857,other,(GI-UX) Network Access,other,(GI-IaaS) Admin - License & Asset Management,-0.076855,-0.139755,-0.078414,-0.125676,test_results_api_20251214_165617.json
R-13,R-156,0.8845,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251214_165617.json
R-13,R-190,0.258085,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251214_165617.json
R-14,R-126,0.429888,1.0,other,(GI-SaaS) Salesforce,admin_rights,(GI-UX) Group,0.13176,0.15,0.132462,0.149992,test_results_api_20251214_165617.json
R-15,R-250,0.099176,1.0,vpn_request,(GI-UX) Group,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251214_165617.json
R-15,R-178,0.341896,1.0,vpn_request,(GI-UX) Group,admin_rights,(LF) IT Office Access Italy,0.127868,0.149966,0.134109,0.148965,test_results_api_20251214_165617.json
R-15,R-205,0.065718,1.0,vpn_request,(GI-UX) Group,admin_rights,(GI-UX) Group,0.136459,0.149695,0.138058,0.132843,test_results_api_20251214_165617.json
R-17,R-250,0.196973,1.0,other,(GI-UX) Group,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251214_165617.json
R-17,R-30,-0.025552,1.0,other,(GI-UX) Group,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251214_165617.json
R-19,R-226,0.158901,1.0,other,(GI-IaaS) Backend Application Srv. & Project Support,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251214_165617.json
R-21,R-220,0.079126,0.348535,other,(GI-IaaS) Development Platform,admin_rights,(GI-IaaS) Admin - License & Asset Management,-0.073139,-0.08095,-0.065691,-0.044299,test_results_api_20251214_165617.json
R-25,R-126,0.445352,1.0,other,(GI-IaaS) Development Platform,admin_rights,(GI-UX) Group,0.13176,0.15,0.132462,0.149992,test_results_api_20251214_165617.json
R-26,R-226,0.195955,1.0,other,(GI-IaaS) Backend Application Srv. & Project Support,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251214_165617.json
R-27,R-206,0.122836,1.0,other,(BF) Information Security Office,other,(BF) Purchasing Italy,0.1341,0.149982,0.132269,0.149815,test_results_api_20251214_165617.json
R-28,R-156,0.386241,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251214_165617.json
R-28,R-190,0.118724,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251214_165617.json
R-29,R-250,0.612045,1.0,other,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251214_165617.json
R-30,R-250,0.015067,1.0,vpn_request,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251214_165617.json
R-31,R-244,0.520433,1.0,other,(GI-IaaS) Development Platform,admin_rights,(BF) Information Security Office,0.130477,0.15,0.131764,0.149992,test_results_api_20251214_165617.json
R-34,R-132,0.478123,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_165617.json
R-35,R-250,0.136501,1.0,other,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251214_165617.json
R-35,R-30,0.089459,1.0,other,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251214_165617.json
R-42,R-34,0.305607,1.0,other,(GI-UX) Application,other,(GI-SaaS) Salesforce,0.12955,0.149868,0.133995,0.149512,test_results_api_20251214_165617.json
R-44,R-149,0.118203,1.0,vpn_request,(GI-UX) Network Access,admin_rights,(BF) Information Security Office,0.135917,0.149981,0.131634,0.139303,test_results_api_20251214_165617.json
R-45,R-226,0.273442,1.0,other,(GI-UX) Group,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251214_165617.json
R-46,R-238,0.127105,0.356386,other,(GI-UX) Group,admin_rights,(GI-IaaS) Backend System Management (2nd level),-0.079898,-0.106792,-0.084238,-0.082957,test_results_api_20251214_165617.json
R-50,R-250,0.330155,1.0,vpn_request,(GI-UX) Network Access,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251214_165617.json
R-50,R-205,0.095055,1.0,vpn_request,(GI-UX) Network Access,admin_rights,(GI-UX) Group,0.136459,0.149695,0.138058,0.132843,test_results_api_20251214_165617.json
R-52,R-30,0.452434,1.0,other,(GI-UX) Group,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251214_165617.json
R-52,R-92,0.149047,0.511711,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,-0.023419,-0.01207,-0.00906,-0.003542,test_results_api_20251214_165617.json
R-53,R-132,0.294864,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_165617.json
R-55,R-88,0.164953,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_165617.json
R-56,R-29,0.340252,1.0,other,(GI-IaaS) Admin - License & Asset Management,other,(GI-IaaS) Admin - License & Asset Management,0.133892,0.149964,0.137334,0.149697,test_results_api_20251214_165617.json
R-57,R-34,0.176649,1.0,other,(GI-SaaS) Salesforce,other,(GI-SaaS) Salesforce,0.12955,0.149868,0.133995,0.149512,test_results_api_20251214_165617.json
R-59,R-206,0.356489,1.0,other,(GI-IaaS) Admin - License & Asset Management,other,(BF) Purchasing Italy,0.1341,0.149982,0.132269,0.149815,test_results_api_20251214_165617.json
R-63,R-190,0.268249,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251214_165617.json
R-63,R-156,0.920798,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251214_165617.json
R-64,R-132,0.546373,1.0,other,(GI-UX) Application,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_165617.json
R-67,R-244,0.280485,1.0,other,(GI-IaaS) Development Platform,admin_rights,(BF) Information Security Office,0.130477,0.15,0.131764,0.149992,test_results_api_20251214_165617.json
R-68,R-40,-0.025332,1.0,admin_rights,(BF) Information Security Office,vpn_request,(GI-UX) Account Management,0.13503,0.149055,0.133047,0.037161,test_results_api_20251214_165617.json
R-68,R-189,0.048409,1.0,admin_rights,(BF) Information Security Office,vpn_request,(GI-IaaS) Backend Application Srv. & Project Support,0.130754,0.149998,0.126262,0.108875,test_results_api_20251214_165617.json
R-69,R-88,0.395521,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_165617.json
R-79,R-170,0.213713,1.0,other,(GI-IaaS) Development Platform,other,(GI-IaaS) Admin - License & Asset Management,0.120138,0.149963,0.116939,0.148892,test_results_api_20251214_165617.json
R-3,R-132,0.058647,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_184717.json
R-6,R-147,0.145671,1.0,other,(GI-UX) Network Access,other,(LF) Facilities Iberia,0.138609,0.149084,0.138444,0.145896,test_results_api_20251214_184717.json
R-10,R-88,0.260874,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_184717.json
R-12,R-175,0.897927,0.286857,other,(GI-UX) Network Access,other,(GI-IaaS) Admin - License & Asset Management,-0.076855,-0.139755,-0.078414,-0.125676,test_results_api_20251214_184717.json
R-13,R-156,0.8845,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251214_184717.json
R-13,R-190,0.258085,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251214_184717.json
R-14,R-126,0.429888,1.0,other,(GI-SaaS) Salesforce,admin_rights,(GI-UX) Group,0.13176,0.15,0.132462,0.149992,test_results_api_20251214_184717.json
R-15,R-250,0.099176,1.0,vpn_request,(GI-UX) Group,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251214_184717.json
R-15,R-205,0.065718,1.0,vpn_request,(GI-UX) Group,admin_rights,(GI-UX) Group,0.136459,0.149695,0.138058,0.132843,test_results_api_20251214_184717.json
R-15,R-178,0.341896,1.0,vpn_request,(GI-UX) Group,admin_rights,(LF) IT Office Access Italy,0.127868,0.149966,0.134109,0.148965,test_results_api_20251214_184717.json
R-17,R-250,0.196973,1.0,other,(GI-UX) Group,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251214_184717.json
R-17,R-30,-0.025552,1.0,other,(GI-UX) Group,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251214_184717.json
R-19,R-226,0.158901,1.0,other,(GI-IaaS) Backend Application Srv. & Project Support,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251214_184717.json
R-21,R-220,0.079126,0.348535,other,(GI-IaaS) Development Platform,admin_rights,(GI-IaaS) Admin - License & Asset Management,-0.073139,-0.08095,-0.065691,-0.044299,test_results_api_20251214_184717.json
R-25,R-126,0.445352,1.0,other,(GI-IaaS) Development Platform,admin_rights,(GI-UX) Group,0.13176,0.15,0.132462,0.149992,test_results_api_20251214_184717.json
R-26,R-226,0.195955,1.0,other,(GI-IaaS) Backend Application Srv. & Project Support,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251214_184717.json
R-27,R-206,0.122836,1.0,other,(BF) Information Security Office,other,(BF) Purchasing Italy,0.1341,0.149982,0.132269,0.149815,test_results_api_20251214_184717.json
R-28,R-156,0.386241,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251214_184717.json
R-28,R-190,0.118724,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251214_184717.json
R-29,R-250,0.612045,1.0,other,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251214_184717.json
R-30,R-250,0.015067,1.0,vpn_request,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251214_184717.json
R-31,R-244,0.520433,1.0,other,(GI-IaaS) Development Platform,admin_rights,(BF) Information Security Office,0.130477,0.15,0.131764,0.149992,test_results_api_20251214_184717.json
R-34,R-132,0.478123,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_184717.json
R-35,R-250,0.136501,1.0,other,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251214_184717.json
R-35,R-30,0.089459,1.0,other,(GI-IaaS) Admin - License & Asset Management,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251214_184717.json
R-42,R-34,0.305607,1.0,other,(GI-UX) Application,other,(GI-SaaS) Salesforce,0.12955,0.149868,0.133995,0.149512,test_results_api_20251214_184717.json
R-44,R-149,0.118203,1.0,vpn_request,(GI-UX) Network Access,admin_rights,(BF) Information Security Office,0.135917,0.149981,0.131634,0.139303,test_results_api_20251214_184717.json
R-45,R-226,0.273442,1.0,other,(GI-UX) Group,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251214_184717.json
R-46,R-238,0.127105,0.356386,other,(GI-UX) Group,admin_rights,(GI-IaaS) Backend System Management (2nd level),-0.079898,-0.106792,-0.084238,-0.082957,test_results_api_20251214_184717.json
R-50,R-250,0.330155,1.0,vpn_request,(GI-UX) Network Access,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251214_184717.json
R-50,R-205,0.095055,1.0,vpn_request,(GI-UX) Network Access,admin_rights,(GI-UX) Group,0.136459,0.149695,0.138058,0.132843,test_results_api_20251214_184717.json
R-52,R-30,0.452434,1.0,other,(GI-UX) Group,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251214_184717.json
R-52,R-92,0.149047,0.511711,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,-0.023419,-0.01207,-0.00906,-0.003542,test_results_api_20251214_184717.json
R-53,R-132,0.294864,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_184717.json
R-55,R-88,0.164953,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_184717.json
R-56,R-29,0.340252,1.0,other,(GI-IaaS) Admin - License & Asset Management,other,(GI-IaaS) Admin - License & Asset Management,0.133892,0.149964,0.137334,0.149697,test_results_api_20251214_184717.json
R-57,R-34,0.176649,1.0,other,(GI-SaaS) Salesforce,other,(GI-SaaS) Salesforce,0.12955,0.149868,0.133995,0.149512,test_results_api_20251214_184717.json
R-59,R-206,0.356489,1.0,other,(GI-IaaS) Admin - License & Asset Management,other,(BF) Purchasing Italy,0.1341,0.149982,0.132269,0.149815,test_results_api_20251214_184717.json
R-63,R-190,0.268249,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251214_184717.json
R-63,R-156,0.920798,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251214_184717.json
R-64,R-132,0.546373,1.0,other,(GI-UX) Application,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251214_184717.json
R-67,R-244,0.280485,1.0,other,(GI-IaaS) Development Platform,admin_rights,(BF) Information Security Office,0.130477,0.15,0.131764,0.149992,test_results_api_20251214_184717.json
R-68,R-40,-0.025332,1.0,admin_rights,(BF) Information Security Office,vpn_request,(GI-UX) Account Management,0.13503,0.149055,0.133047,0.037161,test_results_api_20251214_184717.json
R-68,R-189,0.048409,1.0,admin_rights,(BF) Information Security Office,vpn_request,(GI-IaaS) Backend Application Srv. & Project Support,0.130754,0.149998,0.126262,0.108875,test_results_api_20251214_184717.json
R-69,R-88,0.395521,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251214_184717.json
R-79,R-170,0.213713,1.0,other,(GI-IaaS) Development Platform,other,(GI-IaaS) Admin - License & Asset Management,0.120138,0.149963,0.116939,0.148892,test_results_api_20251214_184717.json
R-3,R-132,0.058647,1.0,other,(GI-SaaS) Salesforce,other,(BF) Information Security Office,0.127648,0.15,0.128916,0.15,test_results_api_20251218_182836.json
R-6,R-147,0.145671,1.0,other,(GI-UX) Network Access,other,(LF) Facilities Iberia,0.138609,0.149084,0.138444,0.145896,test_results_api_20251218_182836.json
R-10,R-88,0.260874,1.0,other,(GI-UX) Group,other,(GI-IaaS) Development Platform,0.131304,0.149997,0.13249,0.149938,test_results_api_20251218_182836.json
R-12,R-141,0.092634,0.202887,other,(GI-UX) Network Access,other,(GI-IaaS) Admin - License & Asset Management,-0.030899,-0.016667,-0.020724,-0.008567,test_results_api_20251218_182836.json
R-12,R-109,0.229834,0.201753,other,(GI-UX) Network Access,admin_rights,(BF) Information Security Office,-0.019341,-0.007063,-0.041516,-0.008019,test_results_api_20251218_182836.json
R-12,R-154,0.227677,0.20016,other,(GI-UX) Network Access,admin_rights,(GI-IaaS) Admin - License & Asset Management,-0.03384,-0.010101,-0.035587,-0.008672,test_results_api_20251218_182836.json
R-13,R-156,0.8845,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.133734,0.15,0.134605,0.15,test_results_api_20251218_182836.json
R-13,R-190,0.258085,1.0,other,(GI-SaaS) Salesforce,admin_rights,(BF) Information Security Office,0.138772,0.149968,0.13869,0.149818,test_results_api_20251218_182836.json
R-14,R-126,0.429888,1.0,other,(GI-SaaS) Salesforce,admin_rights,(GI-UX) Group,0.13176,0.15,0.132462,0.149992,test_results_api_20251218_182836.json
R-15,R-250,0.099176,1.0,vpn_request,(GI-UX) Group,vpn_request,(GI-UX) Windows,0.13976,0.15,0.141304,0.14745,test_results_api_20251218_182836.json
R-15,R-205,0.065718,1.0,vpn_request,(GI-UX) Group,admin_rights,(GI-UX) Group,0.136459,0.149695,0.138058,0.132843,test_results_api_20251218_182836.json
R-15,R-178,0.341896,1.0,vpn_request,(GI-UX) Group,admin_rights,(LF) IT Office Access Italy,0.127868,0.149966,0.134109,0.148965,test_results_api_20251218_182836.json
R-17,R-250,0.196973,1.0,other,(GI-UX) Group,vpn_request,(GI-UX) Windows,0.13976,0.15,0.137067,0.149999,test_results_api_20251218_182836.json
R-17,R-30,-0.025552,1.0,other,(GI-UX) Group,vpn_request,(GI-IaaS) Admin - License & Asset Management,0.134427,0.149802,0.135507,0.149215,test_results_api_20251218_182836.json
R-19,R-226,0.158901,1.0,other,(GI-IaaS) Backend Application Srv. & Project Support,admin_rights,(BF) Information Security Office,0.131185,0.149998,0.131698,0.14995,test_results_api_20251218_182836.json
R-21,R-6,0.156356,0.31109,other,(GI-IaaS) Development Platform,other,(GI-UX) Network Access,-0.06466,-0.036958,-0.067764,-0.032389,test_results_api_20251218_182836.json
R-21,R-5,0.162907,0.309332,other,(GI-IaaS) Development Platform,other,(GI-SaaS) Salesforce,-0.020547,-0.115128,-0.025772,-0.091245,test_results_api_20251218_182836.json
R-25,R-126,0.445352,1.0,other,(GI-IaaS) Development Platform,admin_rights,(GI-UX) Group,0.13176,0.15,0.132462,0.149992,test_results_api_20251218_182836.json
